id,present_in_first_screening,claude_decision,claude_reason,codex_decision,codex_reason,gemini_decision,gemini_reason,human_decision,human_reason
320,yes,exclude,"The paper addresses HPC cluster sustainability in terms of software/hardware maintenance and security, not environmental impacts such as carbon emissions, energy efficiency, or resource depletion.",exclude,"The paper uses ""sustainability"" to describe maintainability, security, and hardware/software transition of an HPC cluster rather than environmental impacts or methods to assess them.",error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-25-762Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h8m27s.
    at cla",exclude,EC1
321,no,exclude,"EC1 — the paper is about virtual desktop interfaces for HPC usability, with no connection to environmental impacts.",exclude,"The paper discusses usability and service sustainability of HPC desktop access for non-Linux users, not environmental impacts or methods for measuring/predicting them.",error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-28-522Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h8m24s.
    at cla",,
322,no,exclude,"This paper focuses on resource management and login node reliability in HPC environments without addressing environmental impacts such as carbon emissions, water use, or material depletion.",exclude,"The paper concerns CPU and memory resource management on HPC login nodes for reliability and responsiveness, with no discussion of environmental impacts or methods to assess them.",error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-32-141Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h8m20s.
    at cla",,
323,no,exclude,"EC1 — the paper is about Internet economics, policy, and measurement challenges, with no connection to environmental impacts of HPC.",exclude,"The paper is about Internet economics and policy workshop discussions, not environmental impacts of HPC systems or methods to measure them.",error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-35-307Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h8m17s.
    at cla",,
324,no,exclude,EC1 — the paper presents a parallel genome alignment algorithm for HPC systems but does not address any environmental impacts of HPC.,exclude,The paper focuses on scalable long-read alignment performance on HPC systems and does not address environmental impacts or methods to measure or predict them.,error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-37-903Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h8m15s.
    at cla",,
325,no,exclude,"EC2 — the paper uses HPC as a computational tool for building energy simulation but focuses solely on energy consumption and demand reduction in buildings, with no connection to HPC's own environmental impacts.",exclude,"The paper uses supercomputers to simulate building energy demand, but it does not address environmental impacts of HPC systems or methodologies for measuring/predicting those impacts.",error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-44-782Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h8m8s.
    at clas",,
326,no,exclude,"The paper focuses solely on energy/power consumption of HPC applications without connecting to broader environmental impacts such as carbon emissions, water use, or material depletion (EC2).",exclude,"The paper studies power and energy efficiency in HPC numerical codes but does not connect these results to broader environmental impacts such as carbon, water, materials, or lifecycle effects.",error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-47-860Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h8m5s.
    at clas",,
327,no,exclude,EC1 — the paper focuses on a quantum physics algorithm (many-body localization eigensolver) with no connection to environmental impacts of HPC.,exclude,The paper is about HPC algorithm scalability and performance for quantum many-body simulations and does not address environmental impacts or methods for measuring/predicting them.,error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-50-499Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h8m2s.
    at clas",,
328,yes,include,"The paper addresses sustainability and efficiency optimization of HPC systems through operational data analytics, which connects to environmental impact management (IC1).",exclude,The paper focuses on generic operational monitoring and analytics for HPC system management without addressing environmental impacts or methods to measure or predict them.,error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-53-381Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h7m59s.
    at cla",exclude,EC1
329,no,exclude,"EC2 — the paper focuses on FPGA compiler design and power efficiency optimization without connecting to broader environmental impacts such as carbon emissions, water use, or material depletion.",exclude,"The paper focuses on FPGA programming and power/resource efficiency for HPC hardware without addressing environmental impacts such as carbon, water, materials, or methods to assess them.",error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-55-607Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h7m57s.
    at cla",,
330,no,exclude,"The paper focuses on computational methods (Cholesky factorization, task-based runtime) for climate prediction applications without addressing any environmental impacts of HPC systems themselves.",exclude,"The paper is about using extreme-scale HPC techniques for climate and weather prediction performance, not about assessing or measuring the environmental impacts of HPC systems.",error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-19-58-052Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h7m54s.
    at cla",,
331,no,exclude,"EC1/EC2 — the paper focuses on sustainable software architecture and performance of sparse solvers, using ""sustainable"" to mean maintainable/flexible code, not environmental impact.",exclude,The paper focuses on sustainable software architecture and performance efficiency for HPC solvers without addressing environmental impacts or methods to measure/predict them.,error,"Error when talking to Gemini API Full report available at: /var/folders/51/jprn1_6j1ysbtv0m638dh5g00000gn/T/gemini-client-error-Turn.run-sendMessageStream-2026-04-11T11-20-02-049Z.json TerminalQuotaError: You have exhausted your capacity on this model. Your quota will reset after 9h7m50s.
    at cla",,
